symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url,address2,fax
BLK,10055,Financial Services,18000.0,"BlackRock, Inc. is a publicly owned investment manager. The firm primarily provides its services to institutional, intermediary, and individual investors including corporate, public, union, and industry pension plans, insurance companies, third-party mutual funds, endowments, public institutions, governments, foundations, charities, sovereign wealth funds, corporations, official institutions, and banks. It also provides global risk management and advisory services. The firm manages separate client-focused equity, fixed income, and balanced portfolios. It also launches and manages open-end and closed-end mutual funds, offshore funds, unit trusts, and alternative investment vehicles including structured funds. The firm launches equity, fixed income, balanced, and real estate mutual funds. It also launches equity, fixed income, balanced, currency, commodity, and multi-asset exchange traded funds. The firm also launches and manages hedge funds. It invests in the public equity, fixed income, real estate, currency, commodity, and alternative markets across the globe. The firm primarily invests in growth and value stocks of small-cap, mid-cap, SMID-cap, large-cap, and multi-cap companies. It also invests in dividend-paying equity securities. The firm invests in investment grade municipal securities, government securities including securities issued or guaranteed by a government or a government agency or instrumentality, corporate bonds, and asset-backed and mortgage-backed securities. It employs fundamental and quantitative analysis with a focus on bottom-up and top-down approach to make its investments. The firm employs liquidity, asset allocation, balanced, real estate, and alternative strategies to make its investments. In real estate sector, it seeks to invest in Poland and Germany. The firm benchmarks the performance of its portfolios against various S&P, Russell, Barclays, MSCI, Citigroup, and Merrill Lynch indices. BlackRock, Inc. was founded in 1988 and is based in New York City with additional offices in Boston, Massachusetts; London, United Kingdom; Gurgaon, India; Hong Kong; Greenwich, Connecticut; Princeton, New Jersey; Edinburgh, United Kingdom; Sydney, Australia; Taipei, Taiwan; Singapore; Sao Paulo, Brazil; Philadelphia, Pennsylvania; Washington, District of Columbia; Toronto, Canada; Wilmington, Delaware; and San Francisco, California.",New York,212-810-5300,NY,United States,[],https://www.blackrock.com,1,55 East 52nd Street,Asset Management,0.41139,0.30972,0.50816,5006000128.0,0.156,0.38963002,7712000000.0,791.0,buy,8266000000.0,5881375232.0,1025.5,624.68,0.228,1.427,0.02727,12.0,1013.42,21.949,0.16974,1141.0,7157000192.0,8421000192.0,18745999360.0,47.111,USD,122.998,0.625,1.8,NYQ,"BlackRock, Inc.","BlackRock, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_403413,386ad08c-9fb4-35ee-a9b0-7905b98af57b,us_market,,7.583,,18.433,,,42.25,,151916992.0,,,,242.236,1630991.0,0.0107,,1609372800.0,0.8621,5806000128.0,37.607,,,2.5788076,0.01071,1672444800.0,,1632960000.0,2.73,1636934400.0,142311454.0,1.202077,142154465280.0,2,,1181001600.0,1:1,,,0.232,5.062387,1639526400.0,1.8,,14.785325,,0.0109,1554308.0,,,650.97,649.04,846.5879,0.024609432,0.42610002,,651.28,,907750,650.97,719.1862,16.02,649.04,907750,,,16.52,1638748800.0,,,623.22,USD,16.610739,1011622,,,,94899503104.0,,,862530,623.22,640.52,800,1011622,973.16,,2.33,623.22,624.11,False,0.018,1200,651.28,624.68,,https://logo.clearbit.com/blackrock.com,,
BK,10286,Financial Services,49100.0,"The Bank of New York Mellon Corporation provides a range of financial products and services in the United States and internationally. The company operates through three segments: Investment Services, Investment and Wealth Management, and Other. The Investment Service segment offers custody, trust and depositary, accounting, exchange-traded funds services, middle-office solutions, transfer agency, services for private equity and real estate funds, foreign exchange, securities lending, liquidity/lending services, brokerage and data analytics, clearing, investment, wealth and retirement solutions, technology and enterprise data management, trading, corporate trust, depositary receipts, payments, foreign exchange, liquidity management, receivables processing and payables management, trade finance and processing, collateral management, and tri-party services. The Investment and Wealth Management segment provides diversified investment management strategies and distribution of investment products, investment management, custody, wealth and estate planning, private banking, investment, and information management services. The Other segment engages in the leasing, corporate treasury, derivative and other trading, corporate and bank-owned life insurance, renewable energy investment, and business exit activities. It serves central banks and sovereigns, financial institutions, asset managers, insurance companies, corporations, local authorities and high net-worth individuals, and family offices. The company was founded in 1784 and is headquartered in New York, New York.",New York,212 495 1784,NY,United States,[],https://www.bnymellon.com,1,240 Greenwich Street,Asset Management,0.0,0.23257999,0.0,,0.053,0.29266,,59.0,buy,16162000000.0,,64.0,42.06,0.282,,0.00825,16.0,65.75,,0.084259994,78.0,171342004224.0,63395999744.0,16161999872.0,213.074,USD,18.972,,2.1,NYQ,The Bank of New York Mellon Cor,The Bank of New York Mellon Corporation,America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_135506,3b16c9d4-c4c8-36ce-bfff-405e3b6c43ab,us_market,,-3.745,,,,,4.57,,825820992.0,,,,47.298,9127572.0,0.0114,,1640908800.0,0.83271,3552000000.0,3.925,,,0.8892554,0.00254,1703980800.0,,1640908800.0,1.76,1640908800.0,802649290.0,1.108403,-60533387264.0,2,,1183334400.0,9434:10000,,,0.151,2.1491172,1643587200.0,1.08,,9.203501,,0.0114,7029526.0,,,43.46,43.47,54.8156,0.029222274,0.314,,43.68,,5635970,43.46,49.9348,1.27,43.47,5635970,,,1.36,1643328000.0,,,41.955,USD,10.715924,4415474,,,,34734030848.0,,,5876188,41.955,45.04,800,4415474,64.63,,2.33,41.955,42.06,False,0.025899999,900,43.68,42.06,,https://logo.clearbit.com/bnymellon.com,,
BA,60606-1596,Industrials,142000.0,"The Boeing Company, together with its subsidiaries, designs, develops, manufactures, sales, services, and supports commercial jetliners, military aircraft, satellites, missile defense, human space flight and launch systems, and services worldwide. The company operates through four segments: Commercial Airplanes; Defense, Space & Security; Global Services; and Boeing Capital. The Commercial Airplanes segment provides commercial jet aircraft for passenger and cargo requirements, as well as fleet support services. The Defense, Space & Security segment engages in the research, development, production, and modification of manned and unmanned military aircraft and weapons systems; strategic defense and intelligence systems, which include strategic missile and defense systems, command, control, communications, computers, intelligence, surveillance and reconnaissance, cyber and information solutions, and intelligence systems; and satellite systems, such as government and commercial satellites, and space exploration. The Global Services segment offers products and services, including supply chain and logistics management, engineering, maintenance and modifications, upgrades and conversions, spare parts, pilot and maintenance training systems and services, technical and maintenance documents, and data analytics and digital services to commercial and defense customers. The Boeing Capital segment offers financing services and manages financing exposure for a portfolio of equipment under operating leases, sales-type/finance leases, notes and other receivables, assets held for sale or re-lease, and investments. The company was incorporated in 1916 and is based in Chicago, Illinois.",Chicago,312 544 2000,IL,United States,[],https://www.boeing.com,1,100 North Riverside Plaza,Aerospace & Defense,0.02631,-0.06746,0.08625,-3416000000.0,-0.033,-0.00811,1639000064.0,,none,5372000000.0,-622875008.0,,148.84,,1.325,-0.00217,,,,,,16243999744.0,59640999936.0,62286000128.0,27.863,USD,105.929,0.337,,NYQ,Boeing Company (The),The Boeing Company,America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_370857,5fc810cf-6260-3df8-8b79-23b9964c53e6,us_market,,2.683,,101.952,,,4.76,,587699008.0,,,,-24.58,9131363.0,0.0155,,1640908800.0,0.54223,-4201999872.0,-14.511,,,,0.00095,1703980800.0,,1640908800.0,0.97,1639526400.0,532535305.0,1.46892,167099318272.0,2,,865814400.0,2:1,,,,1.4043785,1642118400.0,-5.13,,31.268906,,0.0155,10667394.0,,,154.22,153.44,207.1279,0.0,0.0,,157.0299,,11348810,154.22,184.3748,0.0,153.44,11348810,,,,1581552000.0,,,148.52,USD,,10779246,,,,87473119232.0,,,9663606,148.52,149.25,900,10779246,258.4,,,146.0,149.15,False,,800,157.0299,148.84,,https://logo.clearbit.com/boeing.com,,
BKNG,06854,Consumer Cyclical,19600.0,"Booking Holdings Inc. provides travel and restaurant online reservation and related services worldwide. The company operates Booking.com, which offers online accommodation reservations; Rentalcars.com that provides online rental car reservation services; Priceline, which offer online travel reservation services, including hotel, rental car and airline ticket reservation services, as well as vacation packages and cruises; and Agoda that provides online accommodation reservation services, as well as flight, ground transportation and activities reservation services. It also operates KAYAK, an online price comparison service that allows consumers to search and compare travel itineraries and prices, comprising airline ticket, accommodation reservation, and rental car reservation information; and OpenTable for booking online restaurant reservations. Further, it offers travel-related insurance products, and restaurant management services. The company was formerly known as The Priceline Group Inc. and changed its name to Booking Holdings Inc. in February 2018. Booking Holdings Inc. was founded in 1997 and is headquartered in Norwalk, Connecticut.",Norwalk,203-299-8000,CT,United States,[],https://www.bookingholdings.com,1,800 Connecticut Avenue,Travel Services,0.22017999,0.04145,0.74974996,1964000000.0,0.771,0.17276,2028999936.0,1890.0,buy,4852000000.0,2417874944.0,2720.5,2210.31,-0.046,2.483,0.04375,28.0,2711.89,208.007,0.07305,3100.0,12165000192.0,11534000128.0,9214999552.0,296.249,USD,224.697,2.374,2.4,NMS,Booking Holdings Inc. Common St,Booking Holdings Inc.,America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_33254,dc582d30-8fc1-34d4-81b0-0893cd207cf5,us_market,,10.916,,49.575,,,100.38,,41059800.0,,,,135.035,495031.0,0.0121,,1609372800.0,0.92361,382000000.0,9.25,,,16.368423,0.0023999999,1672444800.0,,1632960000.0,1.15,1636934400.0,40934546.0,1.220779,100587618304.0,2,,1055721600.0,1:6,,,-0.04,9.848605,1639526400.0,0.27,,22.019428,,0.0121,531179.0,,,2317.8,2292.54,2314.7778,,0.0,,2315.2,,391020,2317.8,2218.1233,,2292.54,391020,,,,,,,2206.19,USD,238.95244,473133,,,,90754891776.0,,,472046,2206.19,2425.0,1100,473133,2715.66,,,1796.45,2211.05,False,,900,2315.2,2210.31,,https://logo.clearbit.com/bookingholdings.com,,
BWA,48326,Consumer Cyclical,50000.0,"BorgWarner Inc. provides solutions for combustion, hybrid, and electric vehicles worldwide. The company's Engine segment offers turbocharger and turbocharger actuators; eBoosters; and timing systems products, including timing chains, variable cam timing, crankshaft and camshaft sprockets, tensioners, guides and snubbers, front-wheel drive transmission chains, four-wheel drive chains, and hybrid power transmission chains. It also provides emissions systems, such as electric air pumps and exhaust gas recirculation (EGR) modules, EGR coolers and valves, glow plugs, and instant starting systems; thermal systems products comprising viscous fan drives, polymer fans, coolant pumps, cabin heaters, battery heaters, and battery charging; and gasoline ignition technologies. The company's Drivetrain segment offers friction and mechanical products that include dual and friction clutch modules, friction and separator plates, transmission bands, torque converter and one-way clutches, and torsional vibration dampers. It also provides electro-hydraulic solenoids, transmission solenoid modules, and dual clutch control modules; rear-wheel drive/all-wheel drive (AWD) transfer case systems, front wheel drive-AWD coupling systems, and cross-axle coupling systems; starters, alternators, and hybrid electric motors; and motor controllers, battery chargers, and uninterrupted power source systems. The company sells its products to original equipment manufacturers of light vehicles, which comprise passenger cars, sport-utility vehicles, vans, and light trucks; commercial vehicles, including medium-duty and heavy-duty trucks, and buses; and off-highway vehicles, such as agricultural and construction machinery, and marine applications, as well as to tier one vehicle systems suppliers and the aftermarket for light, commercial, and off-highway vehicles. The company was formerly known as Borg-Warner Automotive, Inc. BorgWarner Inc. was founded in 1987 and is headquartered in Auburn Hills, Michigan.",Auburn Hills,248 754 9200,MI,United States,[],https://www.borgwarner.com,1,3850 Hamlin Road,Auto Parts,0.15805,0.0507,0.19869,1140000000.0,0.348,0.10669,2388000000.0,31.0,buy,1910000000.0,567625024.0,52.5,36.83,-0.245,1.777,0.07359,18.0,53.67,64.8,0.14575,66.0,1507000064.0,4549000192.0,15109000192.0,6.285,USD,63.731,1.215,2.5,NYQ,BorgWarner Inc.,BorgWarner Inc.,America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_25708,06aaeaa7-db0d-3bfe-b0b9-8d06678c217d,us_market,,0.987,,6.243,,,4.72,,239771008.0,,,,27.718,9550143.0,0.0398,,1609372800.0,0.98456,766000000.0,3.208,,,1.3287395,0.00425,1672444800.0,,1632960000.0,5.26,1636934400.0,238560430.0,1.471688,14908236800.0,2,,1387238400.0,2:1,,,-0.135,0.5844706,1639526400.0,0.45,,7.802967,,0.0448,10050223.0,,,37.59,37.56,43.5637,0.018089918,0.203,,38.04,,1513240,37.59,38.4076,0.68,37.56,1513240,,,0.68,1638230400.0,,,36.69,USD,11.480674,1938573,,,,8830767104.0,,,2134550,36.69,36.77,800,1938573,55.55,,1.58,34.85,36.7,False,0.014199999,1000,38.04,36.83,,https://logo.clearbit.com/borgwarner.com,,
BXP,02199,Real Estate,,"Boston Properties (NYSE:BXP) is the largest publicly-held developer and owner of Class A office properties in the United States, concentrated in five markets - Boston, Los Angeles, New York, San Francisco and Washington, DC. The Company is a fully integrated real estate company, organized as a real estate investment trust (REIT), that develops, manages, operates, acquires and owns a diverse portfolio of primarily Class A office space. The Company's portfolio totals 51.2 million square feet and 196 properties, including six properties under construction/redevelopment.",Boston,617-236-3300,MA,United States,[],https://www.bostonproperties.com,1,Prudential Center,REIT—Office,0.57738996,0.17643999,0.63707,,0.117,0.3336,1653232768.0,106.0,hold,1824122000.0,,124.5,117.6,21.713,3.353,0.02641,20.0,124.0,166.13,0.07719,145.0,452692000.0,13345591296.0,2863307008.0,2.892,USD,18.341,3.017,2.6,NYQ,"Boston Properties, Inc.","Boston Properties, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_368278,1b3dbbdc-aa87-3969-b6e5-577f90d54a15,us_market,,11.587,,20.068,,,3.05,,156207008.0,,,,36.598,4854693.0,0.0311,,1640908800.0,0.99516,496223008.0,2.044,,,3.2132905,0.00184,1703980800.0,,1640908800.0,5.92,1639526400.0,143160264.0,1.164594,33177733120.0,2,,,,,,16.897,6.415639,1642118400.0,6.92,,38.557377,,0.0414,5567733.0,,,123.53,122.3,117.63805,0.03173318,1.2366,,122.7702,,633120,123.53,124.3696,3.92,122.3,633120,,,3.92,1640822400.0,,,117.25,USD,57.53425,1242028,,,,18369943552.0,,,823488,117.25,117.49,800,1242028,133.11,,3.11,103.2,63.16,False,0.0339,1100,122.7702,117.6,,https://logo.clearbit.com/bostonproperties.com,800 Boylston Street Suite 1900,
BSX,01752-1234,Healthcare,38000.0,"Boston Scientific Corporation develops, manufactures, and markets medical devices for use in various interventional medical specialties worldwide. It operates through three segments: MedSurg, Rhythm and Neuro, and Cardiovascular. The company offers devices to diagnose and treat gastrointestinal and pulmonary conditions; devices to treat various urological and pelvic conditions; implantable cardioverter and implantable cardiac resynchronization therapy defibrillators; pacemakers and implantable cardiac resynchronization therapy pacemakers; and remote patient management systems. It also provides medical technologies to diagnose and treat rate and rhythm disorders of the heart comprising 3-D cardiac mapping and navigation solutions, ablation catheters, diagnostic catheters, mapping catheters, intracardiac ultrasound catheters, delivery sheaths, and other accessories; spinal cord stimulator systems for the management of chronic pain; indirect decompression systems; and deep brain stimulation systems. In addition, the company offers interventional cardiology products, including drug-eluting coronary stent systems used in the treatment of coronary artery disease; percutaneous coronary interventions products to treat atherosclerosis; intravascular catheter-directed ultrasound imaging catheters, fractional flow reserve devices, and systems for use in coronary arteries and heart chambers, as well as various peripheral vessels; and structural heart therapies. Further, it provides stents, balloon catheters, wires, atherectomy systems to treat arterial diseases; thrombectomy and acoustic pulse thrombolysis systems, wires, and stents to treat venous diseases; and peripheral embolization devices, radioactive microspheres, ablation systems, and micro and drainage catheters to treat cancer. The company was founded in 1979 and is headquartered in Marlborough, Massachusetts.",Marlborough,508 683 4000,MA,United States,[],https://www.bostonscientific.com,1,300 Boston Scientific Way,Medical Devices,0.26774,0.10078,0.70357,2064999936.0,0.103,0.17254,3071000064.0,41.0,buy,6793000000.0,2259124992.0,52.0,42.11,,1.549,0.03944,27.0,51.09,57.478,0.07219,55.5,1947000064.0,9461999616.0,11470000128.0,1.366,USD,8.061,0.899,1.8,NYQ,Boston Scientific Corporation,Boston Scientific Corporation,America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_317627,69b49f65-05eb-36c8-ab80-d5db1263e17a,us_market,,6.077,,22.697,,,1.87,,1424989952.0,,,,11.554,13556298.0,0.0095,,1609372800.0,0.94207,1100000000.0,0.769,,,3.6446254,0.0023100001,1672444800.0,,1632960000.0,1.56,1636934400.0,1420518001.0,0.867532,69701672960.0,2,,1068076800.0,2:1,,,,5.231589,1639526400.0,1.18,,22.518717,,0.0095,15712494.0,,,42.73,42.52,43.3047,,0.0,,42.98,,10997440,42.73,43.75,,42.52,10997440,,,,,,,41.95,USD,54.75943,15022087,,,,60006326272.0,,,9035065,41.95,42.48,1200,15022087,47.5,,,37.96,42.38,False,,1000,42.98,42.11,,https://logo.clearbit.com/bostonscientific.com,,
BMY,10016,Healthcare,32200.0,"Bristol-Myers Squibb Company discovers, develops, licenses, manufactures, and markets biopharmaceutical products worldwide. It offers products for hematology, oncology, cardiovascular, immunology, fibrotic, neuroscience, and covid-19 diseases. The company's products include Revlimid, an oral immunomodulatory drug for the treatment of multiple myeloma; Eliquis, an oral inhibitor for reduction in risk of stroke/systemic embolism in NVAF, and for the treatment of DVT/PE; Opdivo for anti-cancer indications; Pomalyst/Imnovid indicated for patients with multiple myeloma; and Orencia for adult patients with active RA and psoriatic arthritis. It also provides Sprycel for the treatment of Philadelphia chromosome-positive chronic myeloid leukemia; Yervoy for the treatment of patients with unresectable or metastatic melanoma; Abraxane, a protein-bound chemotherapy product; Reblozyl for the treatment of anemia in adult patients with beta thalassemia; and Empliciti for the treatment of multiple myeloma. In addition, the company offers Zeposia to treat relapsing forms of multiple sclerosis; Breyanzi, a CD19-directed genetically modified autologous T cell immunotherapy for the treatment of adult patients with relapsed or refractory large B-cell lymphoma; Inrebic, an oral kinase inhibitor indicated for the treatment of adult patients with myelofibrosis; and Onureg for the treatment of adult patients with AML. It sells products to wholesalers, distributors, pharmacies, retailers, hospitals, clinics, and government agencies. The company was formerly known as Bristol-Myers Company. The company was founded in 1887 and is headquartered in New York, New York.",New York,212 546 4000,NY,United States,[],https://www.bms.com,1,430 East 29th Street,Drug Manufacturers—General,0.44366002,0.15078,0.79871005,16206999552.0,0.083,0.21174999,20579000320.0,58.0,buy,37048000000.0,13574250496.0,72.5,75.27,,1.521,0.0539,20.0,72.5,126.634,0.18985,94.0,17220999168.0,45596000256.0,46385000448.0,7.901,USD,20.885,1.36,2.1,NYQ,Bristol-Myers Squibb Company,Bristol-Myers Squibb Company,America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_25798,124a4488-9ef3-3d5f-ba4c-95716202653d,us_market,,3.79,,8.542,,,7.84,,2219640064.0,,,,16.765,26123982.0,0.0117999995,,1640908800.0,0.76309997,6993999872.0,-2.42,,,4.489711,0.00068999996,1703980800.0,,1640908800.0,2.03,1640908800.0,2172083825.0,0.586275,175783591936.0,2,,997142400.0,1000000:951777,,,,3.6018605,1643587200.0,1.39,,9.600764,,0.0117999995,20339078.0,,,77.2,73.78,64.9205,0.025388602,0.64419997,,76.01,,14961780,77.2,72.3698,1.96,73.78,14961780,,,2.16,1641427200.0,,,73.35,USD,,26445442,,,,167072301056.0,,,15419100,73.35,75.35,900,26445442,78.17,,2.94,53.22,73.81,False,0.032,1400,76.01,75.27,,https://logo.clearbit.com/bms.com,14th Floor,
AVGO,95131-2313,Technology,20000.0,"Broadcom Inc. designs, develops, and supplies various semiconductor devices with a focus on complex digital and mixed signal complementary metal oxide semiconductor based devices and analog III-V based products worldwide. The company operates in two segments, Semiconductor Solutions and Infrastructure Software. It provides set-top box system-on-chips (SoCs); cable, digital subscriber line, and passive optical networking central office/consumer premise equipment SoCs; wireless local area network access point SoCs; Ethernet switching and routing merchant silicon products; embedded processors and controllers; serializer/deserializer application specific integrated circuits; optical and copper, and physical layers; and fiber optic transmitter and receiver components. The company also offers RF front end modules, filters, and power amplifiers; Wi-Fi, Bluetooth, and global positioning system/global navigation satellite system SoCs; custom touch controllers; serial attached small computer system interface, and redundant array of independent disks controllers and adapters; peripheral component interconnect express switches; fiber channel host bus adapters; read channel based SoCs; custom flash controllers; preamplifiers; and optocouplers, industrial fiber optics, and motion control encoders and subsystems. Its products are used in various applications, including enterprise and data center networking, home connectivity, set-top boxes, broadband access, telecommunication equipment, smartphones and base stations, data center servers and storage systems, factory automation, power generation and alternative energy systems, and electronic displays. Broadcom Inc. was incorporated in 2018 and is headquartered in San Jose, California.",San Jose,408 433 8000,CA,United States,[],https://www.broadcom.com,1,1320 Ridder Park Drive,Semiconductors,0.53639,0.24539,0.73908997,13763999744.0,0.145,0.31632,14723999744.0,480.0,buy,20288000000.0,11868749824.0,680.0,554.39,0.521,2.641,0.07164,30.0,669.77,161.163,0.27556,775.0,12163000320.0,40272998400.0,27449999360.0,29.459,USD,66.951,2.266,1.9,NMS,Broadcom Inc.,Broadcom Inc.,America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_25016048,605f428a-c23f-303d-9bec-7b1a647c1b84,us_market,,9.65,,17.99,,,36.05,,412873984.0,,,,60.441,4459066.0,0.0108,,1635638400.0,0.82355005,6437000192.0,15.0,,,9.172416,0.02391,1698710400.0,,1635638400.0,1.47,1640908800.0,406123479.0,1.031327,264887189504.0,2,,,,,,0.502,8.338551,1643587200.0,1.38,,15.378365,,0.0152,5500361.0,,,578.94,572.62,554.82605,0.02573669,0.96,,578.05,,2238150,578.94,593.6486,14.9,572.62,2238150,,,16.4,1640044800.0,,,553.395,USD,36.959335,2608357,,,,228893212672.0,,,2334219,553.395,570.8,1000,2608357,677.76,,2.82,419.14,555.51,False,0.0286,800,578.05,554.39,,https://logo.clearbit.com/broadcom.com,,
BR,11042,Technology,13704.0,"Broadridge Financial Solutions, Inc. provides investor communications and technology-driven solutions for the financial services industry worldwide. The company's Investor Communication Solutions segment processes and distributes proxy materials to investors in equity securities and mutual funds, as well as facilitates related vote processing services; and offers ProxyEdge, an electronic proxy delivery and voting solution. It also distributes regulatory reports, class action, and corporate action/reorganization event information, as well as tax reporting solutions; and provides content management, composition, and omni-channel distribution of regulatory, marketing, and transactional information, as well as mutual fund trade processing services. This segment offers data and analytics solutions; solutions for public corporations and mutual funds; financial reporting document composition and management solutions; SEC disclosure and filing services; registrar, stock transfer, and record-keeping services; and omni-channel customer communications solutions, as well as operates Broadridge Communications Cloud platform that creates, delivers, and manages communications and customer engagement activities. The company's Global Technology and Operations segment offers desktop productivity tools, data aggregation, performance reporting, portfolio management, order capture and execution, trade confirmation, margin, cash management, clearance and settlement, asset servicing, reference data management, reconciliations, securities financing and collateral optimization, compliance and regulatory reporting, and portfolio accounting and custody-related services. It also provides business process outsourcing services; technology solutions, such as portfolio management, compliance, and operational workflow solutions; and capital market and wealth management solutions. The company was founded in 1962 and is headquartered in Lake Success, New York.",Lake Success,516 472 5400,NY,United States,[],https://www.broadridge.com,1,5 Dakota Drive,Information Technology Services,0.20969999,0.10619,0.28465,548899968.0,0.172,0.13606,1084000000.0,160.0,hold,1422900000.0,840924992.0,192.0,144.13,0.018,1.253,0.0688,7.0,188.29,254.65,0.34655997,204.0,317300000.0,4466299904.0,5169200128.0,2.722,USD,44.591,1.083,2.6,NYQ,"Broadridge Financial Solutions,","Broadridge Financial Solutions, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_1032802,19d3326f-3137-3bad-921c-e901a9bed4a7,us_market,,4.875,,23.247,,,7.04,,116578000.0,,,,15.081,1933922.0,0.0166,,1625011200.0,0.89169,548899968.0,4.655,,,9.557058,0.00642,1688083200.0,,1632960000.0,3.58,1636934400.0,115830803.0,0.881558,25199501312.0,2,,,,,,0.021,3.2504811,1639526400.0,2.38,,20.473013,,0.0189,1537834.0,,,150.22,148.33,165.31155,0.015743576,0.5075,,149.185,,397730,150.22,150.5738,2.365,148.33,397730,,,2.56,1639440000.0,,,143.76,USD,30.962406,476601,,,,16802387968.0,,,559944,143.76,147.67,800,476601,185.4,,1.56,137.58,75.0,False,0.014199999,800,149.185,144.13,,https://logo.clearbit.com/broadridge.com,Suite 300,
